"Time (s)","Load (N)","Machine Extension (mm)","Stress (MPa)","Extension from Preload (mm)","Strain","Percentage Strain","Gauge Length (mm)","Load_N","NEXYGEN_Stress_MPa","Percentage_Strain","Measured_Width_mm","Measured_Thickness_mm","Measured_Area_mm2","Recalculated_Stress_MPa","Stress_Difference_MPa","Stress_Difference_Percent","Material","Orientation","K","Sample","File"
0.237985,-0.03301,0.00036114,-0.0041262,-0.0034199,-0.0001368,-0.01368,24.997,-0.03301,-0.0041262,-0.01368,4.24133333333333,2.10433333333333,8.92517911111111,-0.00369852521602679,0.000427674783973212,-10.3648583193547,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
0.475971,-0.06657,0.00047712,-0.0083212,-0.0033039,-0.00013216,-0.013216,24.997,-0.06657,-0.0083212,-0.013216,4.24133333333333,2.10433333333333,8.92517911111111,-0.00745867384522579,0.000862526154774211,-10.3654058882638,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
0.713956,-0.10013,0.00059309,-0.012516,-0.0031879,-0.00012752,-0.012752,24.997,-0.10013,-0.012516,-0.012752,4.24133333333333,2.10433333333333,8.92517911111111,-0.0112188224744248,0.00129717752557521,-10.3641540873698,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
0.951941,0.44972,0.00070907,0.056215,-0.003072,-0.00012288,-0.012288,24.997,0.44972,0.056215,-0.012288,4.24133333333333,2.10433333333333,8.92517911111111,0.0503877843123771,-0.00582721568762293,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
1.18993,2.1335,0.00082504,0.26669,-0.002956,-0.00011824,-0.011824,24.997,2.1335,0.26669,-0.011824,4.24133333333333,2.10433333333333,8.92517911111111,0.239042821823482,-0.0276471781765176,-10.3667847225309,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
1.42791,4.7025,0.0019766,0.58781,-0.0018044,-7.2176e-05,-0.0072176,24.998,4.7025,0.58781,-0.0072176,4.24133333333333,2.10433333333333,8.92517911111111,0.526880182622417,-0.0609298173775835,-10.3655632564236,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
1.6659,6.0644,0.0033286,0.75805,-0.0004524,-1.8096e-05,-0.0018096,25,6.0644,0.75805,-0.0018096,4.24133333333333,2.10433333333333,8.92517911111111,0.679470957893755,-0.078579042106245,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
1.90388,7.2846,0.0045863,0.91057,0.00080523,3.2209e-05,0.0032209,25.001,7.2846,0.91057,0.0032209,4.24133333333333,2.10433333333333,8.92517911111111,0.816185301080544,-0.0943846989194564,-10.3654522902639,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
2.14187,8.7522,0.0058058,1.094,0.0020248,8.099e-05,0.008099,25.002,8.7522,1.094,0.008099,4.24133333333333,2.10433333333333,8.92517911111111,0.980618975937887,-0.113381024062113,-10.3638961665551,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
2.37985,10.425,0.0070253,1.3032,0.0032443,0.00012977,0.012977,25.003,10.425,1.3032,0.012977,4.24133333333333,2.10433333333333,8.92517911111111,1.16804378603694,-0.135156213963064,-10.3711029744524,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
2.61784,12.706,0.0082448,1.5883,0.0044638,0.00017855,0.017855,25.004,12.706,1.5883,0.017855,4.24133333333333,2.10433333333333,8.92517911111111,1.42361288684751,-0.164687113152488,-10.3687661746829,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
2.85582,15.446,0.0095933,1.9308,0.0058123,0.00023249,0.023249,25.006,15.446,1.9308,0.023249,4.24133333333333,2.10433333333333,8.92517911111111,1.73060952701453,-0.200190472985466,-10.3682656404323,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
3.09381,18.186,0.011126,2.2733,0.0073451,0.0002938,0.02938,25.007,18.186,2.2733,0.02938,4.24133333333333,2.10433333333333,8.92517911111111,2.03760616718156,-0.235693832818444,-10.3679159291974,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
3.33179,20.926,0.012659,2.6158,0.0088778,0.00035511,0.035511,25.009,20.926,2.6158,0.035511,4.24133333333333,2.10433333333333,8.92517911111111,2.34460280734858,-0.271197192651422,-10.3676577969043,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
3.56978,23.666,0.014192,2.9583,0.010411,0.00041642,0.041642,25.01,23.666,2.9583,0.041642,4.24133333333333,2.10433333333333,8.92517911111111,2.6515994475156,-0.3067005524844,-10.3674594356353,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
3.80777,26.405,0.015724,3.3006,0.011943,0.00047773,0.047773,25.012,26.405,3.3006,0.047773,4.24133333333333,2.10433333333333,8.92517911111111,2.95848404511322,-0.342115954886782,-10.3652655543471,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
4.04575,28.809,0.017257,3.6011,0.013476,0.00053904,0.053904,25.013,28.809,3.6011,0.053904,4.24133333333333,2.10433333333333,8.92517911111111,3.22783438196049,-0.373265618039511,-10.3653222082006,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
4.28374,31.217,0.01879,3.9021,0.015009,0.00060035,0.060035,25.015,31.217,3.9021,0.060035,4.24133333333333,2.10433333333333,8.92517911111111,3.49763288908538,-0.404467110914625,-10.3653702087241,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
4.52172,33.645,0.020323,4.2057,0.016542,0.00066166,0.066166,25.017,33.645,4.2057,0.066166,4.24133333333333,2.10433333333333,8.92517911111111,3.76967224759834,-0.436027752401657,-10.3675429156064,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
4.75971,36.074,0.021855,4.5093,0.018074,0.00072298,0.072298,25.018,36.074,4.5093,0.072298,4.24133333333333,2.10433333333333,8.92517911111111,4.04182364868071,-0.467476351319286,-10.3669383567136,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
4.99769,38.503,0.023388,4.8129,0.019607,0.00078429,0.078429,25.02,38.503,4.8129,0.078429,4.24133333333333,2.10433333333333,8.92517911111111,4.31397504976308,-0.498924950236916,-10.3664100695405,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
5.23568,40.932,0.024921,5.1165,0.02114,0.0008456,0.08456,25.021,40.932,5.1165,0.08456,4.24133333333333,2.10433333333333,8.92517911111111,4.58612645084546,-0.530373549154544,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
5.47366,43.636,0.026454,5.4545,0.022673,0.00090691,0.090691,25.023,43.636,5.4545,0.090691,4.24133333333333,2.10433333333333,8.92517911111111,4.88908955851393,-0.565410441486067,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
5.71165,46.033,0.027986,5.7541,0.024205,0.00096822,0.096822,25.024,46.033,5.7541,0.096822,4.24133333333333,2.10433333333333,8.92517911111111,5.15765559737538,-0.596444402624625,-10.3655550411815,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
5.94963,48.38,0.029489,6.0474,0.025708,0.0010283,0.10283,25.026,48.38,6.0474,0.10283,4.24133333333333,2.10433333333333,8.92517911111111,5.42061950776662,-0.626780492233383,-10.3644622851702,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
6.18762,50.666,0.030846,6.3332,0.027065,0.0010826,0.10826,25.027,50.666,6.3332,0.10826,4.24133333333333,2.10433333333333,8.92517911111111,5.67674882142421,-0.656451178575788,-10.3652368246035,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
6.4256,52.933,0.032204,6.6166,0.028423,0.0011369,0.11369,25.028,52.933,6.6166,0.11369,4.24133333333333,2.10433333333333,8.92517911111111,5.93074932626313,-0.685850673736868,-10.3656058056535,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
6.66359,55.199,0.033562,6.8999,0.029781,0.0011912,0.11912,25.03,55.199,6.8999,0.11912,4.24133333333333,2.10433333333333,8.92517911111111,6.18463778853265,-0.715262211467353,-10.3662692425594,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
6.90157,57.192,0.034919,7.1491,0.031138,0.0012455,0.12455,25.031,57.192,7.1491,0.12455,4.24133333333333,2.10433333333333,8.92517911111111,6.40793862935486,-0.741161370645136,-10.3671982577546,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
7.13956,59.649,0.036277,7.4561,0.032496,0.0012998,0.12998,25.032,59.649,7.4561,0.12998,4.24133333333333,2.10433333333333,8.92517911111111,6.68322722238055,-0.772872777619452,-10.3656439374398,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
7.37754,62.103,0.037635,7.7628,0.033854,0.0013541,0.13541,25.034,62.103,7.7628,0.13541,4.24133333333333,2.10433333333333,8.92517911111111,6.95817968769802,-0.804620312301981,-10.3650784807284,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
7.61553,63.734,0.038992,7.9668,0.035211,0.0014084,0.14084,25.035,63.734,7.9668,0.14084,4.24133333333333,2.10433333333333,8.92517911111111,7.14092111839598,-0.825878881604019,-10.3665070242007,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
7.85352,65.839,0.04035,8.2299,0.036569,0.0014628,0.14628,25.037,65.839,8.2299,0.14628,4.24133333333333,2.10433333333333,8.92517911111111,7.37677072699145,-0.853129273008553,-10.3662167585092,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
8.0915,68.25,0.041708,8.5313,0.037927,0.0015171,0.15171,25.038,68.25,8.5313,0.15171,4.24133333333333,2.10433333333333,8.92517911111111,7.64690536182455,-0.884394638175453,-10.366469801501,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
8.32949,70.65,0.043065,8.8313,0.039284,0.0015714,0.15714,25.039,70.65,8.8313,0.15714,4.24133333333333,2.10433333333333,8.92517911111111,7.9158075283942,-0.915492471605798,-10.3664519561763,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
8.56747,72.819,0.044423,9.1023,0.040642,0.0016257,0.16257,25.041,72.819,9.1023,0.16257,4.24133333333333,2.10433333333333,8.92517911111111,8.15882786143153,-0.943472138568472,-10.3652059212339,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
8.80546,74.987,0.04578,9.3734,0.041999,0.00168,0.168,25.042,74.987,9.3734,0.168,4.24133333333333,2.10433333333333,8.92517911111111,8.40173615189945,-0.971663848100553,-10.3661835417304,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
9.04344,77.156,0.047138,9.6445,0.043357,0.0017343,0.17343,25.043,77.156,9.6445,0.17343,4.24133333333333,2.10433333333333,8.92517911111111,8.64475648493677,-0.999743515063228,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
9.28143,79.626,0.048496,9.9532,0.044715,0.0017886,0.17886,25.045,79.626,9.9532,0.17886,4.24133333333333,2.10433333333333,8.92517911111111,8.92150163136471,-1.03169836863529,-10.3654941992052,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
9.51941,82.09,0.049853,10.261,0.046072,0.0018429,0.18429,25.046,82.09,10.261,0.18429,4.24133333333333,2.10433333333333,8.92517911111111,9.19757452237622,-1.06342547762378,-10.3637606239526,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
9.7574,84.291,0.051211,10.536,0.04743,0.0018972,0.18972,25.047,84.291,10.536,0.18972,4.24133333333333,2.10433333333333,8.92517911111111,9.44418021763447,-1.09181978236553,-10.3627541986098,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
9.99538,86.491,0.052569,10.811,0.048788,0.0019515,0.19515,25.049,86.491,10.811,0.19515,4.24133333333333,2.10433333333333,8.92517911111111,9.69067387032332,-1.12032612967668,-10.3628353498906,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
10.2334,88.692,0.053926,11.086,0.050145,0.0020058,0.20058,25.05,88.692,11.086,0.20058,4.24133333333333,2.10433333333333,8.92517911111111,9.93727956558158,-1.14872043441842,-10.3619018078516,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
10.4714,90.892,0.055284,11.362,0.051503,0.0020601,0.20601,25.052,90.892,11.362,0.20601,4.24133333333333,2.10433333333333,8.92517911111111,10.1837732182704,-1.17822678172957,-10.3698889432281,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
10.7093,93.093,0.056642,11.637,0.052861,0.0021144,0.21144,25.053,93.093,11.637,0.21144,4.24133333333333,2.10433333333333,8.92517911111111,10.4303789135287,-1.20662108647132,-10.3688329163128,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
10.9473,95.293,0.057999,11.912,0.054218,0.0021687,0.21687,25.054,95.293,11.912,0.21687,4.24133333333333,2.10433333333333,8.92517911111111,10.6768725662175,-1.23512743378247,-10.3687662339025,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
11.1853,97.494,0.059357,12.187,0.055576,0.002223,0.2223,25.056,97.494,12.187,0.2223,4.24133333333333,2.10433333333333,8.92517911111111,10.9234782614758,-1.26352173852421,-10.3677831995094,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
11.4233,99.694,0.060715,12.462,0.056934,0.0022773,0.22773,25.057,99.694,12.462,0.22773,4.24133333333333,2.10433333333333,8.92517911111111,11.1699719141646,-1.29202808583536,-10.3677426242607,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
11.6613,101.93,0.062072,12.741,0.058291,0.0023316,0.23316,25.058,101.93,12.741,0.23316,4.24133333333333,2.10433333333333,8.92517911111111,11.420499099352,-1.32050090064797,-10.3641857047953,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
11.8993,104.44,0.06343,13.055,0.059649,0.002386,0.2386,25.06,104.44,13.055,0.2386,4.24133333333333,2.10433333333333,8.92517911111111,11.7017259485561,-1.35327405144387,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
12.1373,106.94,0.064788,13.368,0.061007,0.0024403,0.24403,25.061,106.94,13.368,0.24403,4.24133333333333,2.10433333333333,8.92517911111111,11.9818323720662,-1.38616762793382,-10.3692970372069,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
12.3752,109.26,0.066145,13.657,0.062364,0.0024946,0.24946,25.062,109.26,13.657,0.24946,4.24133333333333,2.10433333333333,8.92517911111111,12.2417711330835,-1.41522886691648,-10.3626628609247,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
12.6132,111.52,0.067503,13.941,0.063722,0.0025489,0.25489,25.064,111.52,13.941,0.25489,4.24133333333333,2.10433333333333,8.92517911111111,12.4949873399366,-1.44601266006339,-10.372374005189,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
12.8512,113.79,0.06886,14.224,0.065079,0.0026032,0.26032,25.065,113.79,14.224,0.26032,4.24133333333333,2.10433333333333,8.92517911111111,12.7493239724837,-1.47467602751626,-10.3675198784889,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
13.0892,116.06,0.070218,14.507,0.066437,0.0026575,0.26575,25.066,116.06,14.507,0.26575,4.24133333333333,2.10433333333333,8.92517911111111,13.0036606050309,-1.50333939496913,-10.3628551386857,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
13.3272,118.31,0.071576,14.788,0.067795,0.0027118,0.27118,25.068,118.31,14.788,0.27118,4.24133333333333,2.10433333333333,8.92517911111111,13.2557563861899,-1.53224361381008,-10.3613985245475,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
13.5652,120.51,0.072933,15.063,0.069152,0.0027661,0.27661,25.069,120.51,15.063,0.27661,4.24133333333333,2.10433333333333,8.92517911111111,13.5022500388788,-1.56074996112123,-10.3614815184308,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
13.8031,122.71,0.074291,15.339,0.07051,0.0028204,0.28204,25.071,122.71,15.339,0.28204,4.24133333333333,2.10433333333333,8.92517911111111,13.7487436915676,-1.59025630843238,-10.3674053617079,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
14.0411,124.91,0.075649,15.614,0.071868,0.0028747,0.28747,25.072,124.91,15.614,0.28747,4.24133333333333,2.10433333333333,8.92517911111111,13.9952373442565,-1.61876265574353,-10.3673796320195,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
14.2791,127.1,0.077006,15.887,0.073225,0.002929,0.2929,25.073,127.1,15.887,0.2929,4.24133333333333,2.10433333333333,8.92517911111111,14.2406105712513,-1.64638942874872,-10.3631234893228,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
14.5171,129.26,0.078364,16.158,0.074583,0.0029833,0.29833,25.075,129.26,16.158,0.29833,4.24133333333333,2.10433333333333,8.92517911111111,14.482622521164,-1.67537747883603,-10.3687181509842,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
14.7551,131.42,0.079722,16.428,0.075941,0.0030376,0.30376,25.076,131.42,16.428,0.30376,4.24133333333333,2.10433333333333,8.92517911111111,14.7246344710767,-1.70336552892334,-10.3686725646661,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
14.9931,133.59,0.081079,16.699,0.077298,0.0030919,0.30919,25.077,133.59,16.699,0.30919,4.24133333333333,2.10433333333333,8.92517911111111,14.9677668466834,-1.73123315331661,-10.3672863843141,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
15.2311,135.75,0.082437,16.969,0.078656,0.0031462,0.31462,25.079,135.75,16.969,0.31462,4.24133333333333,2.10433333333333,8.92517911111111,15.2097787965961,-1.75922120340392,-10.3672650327298,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
15.469,137.92,0.083795,17.24,0.080014,0.0032005,0.32005,25.08,137.92,17.24,0.32005,4.24133333333333,2.10433333333333,8.92517911111111,15.4529111722028,-1.78708882779719,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
15.707,140.2,0.085152,17.525,0.081371,0.0032548,0.32548,25.081,140.2,17.525,0.32548,4.24133333333333,2.10433333333333,8.92517911111111,15.708368230444,-1.81663176955602,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
15.945,142.52,0.08651,17.814,0.082729,0.0033092,0.33092,25.083,142.52,17.814,0.33092,4.24133333333333,2.10433333333333,8.92517911111111,15.9683069914613,-1.84569300853869,-10.3609128131733,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
16.183,144.77,0.087868,18.097,0.084087,0.0033635,0.33635,25.084,144.77,18.097,0.33635,4.24133333333333,2.10433333333333,8.92517911111111,16.2204027726204,-1.87659722737964,-10.3696592108064,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
16.421,146.82,0.089225,18.352,0.085444,0.0034178,0.34178,25.085,146.82,18.352,0.34178,4.24133333333333,2.10433333333333,8.92517911111111,16.4500900398986,-1.90190996010139,-10.3635023981113,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
16.659,148.81,0.090583,18.601,0.086802,0.0034721,0.34721,25.087,148.81,18.601,0.34721,4.24133333333333,2.10433333333333,8.92517911111111,16.6730547530126,-1.92794524698738,-10.3647397827396,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
16.897,150.7,0.091941,18.837,0.088159,0.0035264,0.35264,25.088,150.7,18.837,0.35264,4.24133333333333,2.10433333333333,8.92517911111111,16.8848152091862,-1.95218479081379,-10.3635652747985,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
17.1349,152.65,0.093298,19.081,0.089517,0.0035807,0.35807,25.09,152.65,19.081,0.35807,4.24133333333333,2.10433333333333,8.92517911111111,17.1032982195241,-1.97770178047594,-10.3647700879196,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
17.3729,154.74,0.094656,19.342,0.090875,0.003635,0.3635,25.091,154.74,19.342,0.3635,4.24133333333333,2.10433333333333,8.92517911111111,17.3374671895785,-2.00453281042153,-10.3636273933488,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
17.6109,156.82,0.096013,19.603,0.092232,0.0036893,0.36893,25.092,156.82,19.603,0.36893,4.24133333333333,2.10433333333333,8.92517911111111,17.5705157339388,-2.03248426606117,-10.3682307098973,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
17.8489,159.09,0.097371,19.886,0.09359,0.0037436,0.37436,25.094,159.09,19.886,0.37436,4.24133333333333,2.10433333333333,8.92517911111111,17.824852366486,-2.06114763351403,-10.36481762805,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
18.0869,161.4,0.098729,20.175,0.094948,0.0037979,0.37979,25.095,161.4,20.175,0.37979,4.24133333333333,2.10433333333333,8.92517911111111,18.0836707018093,-2.09132929819074,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
18.3249,163.42,0.10009,20.428,0.096305,0.0038522,0.38522,25.096,163.42,20.428,0.38522,4.24133333333333,2.10433333333333,8.92517911111111,18.3099966920054,-2.11800330799462,-10.3681383786696,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
18.5629,165.45,0.10144,20.681,0.097663,0.0039065,0.39065,25.098,165.45,20.681,0.39065,4.24133333333333,2.10433333333333,8.92517911111111,18.5374431078955,-2.14355689210445,-10.3648609453337,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
18.8008,167.47,0.10276,20.934,0.098984,0.0039593,0.39593,25.099,167.47,20.934,0.39593,4.24133333333333,2.10433333333333,8.92517911111111,18.7637690980917,-2.17023090190833,-10.3670149130999,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
19.0388,169.5,0.10407,21.187,0.10029,0.0040115,0.40115,25.1,169.5,21.187,0.40115,4.24133333333333,2.10433333333333,8.92517911111111,18.9912155139818,-2.19578448601816,-10.3638291689156,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
19.2768,171.52,0.10537,21.441,0.10159,0.0040637,0.40637,25.102,171.52,21.441,0.40637,4.24133333333333,2.10433333333333,8.92517911111111,19.217541504178,-2.22345849582203,-10.3701249746842,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
19.5148,173.55,0.10668,21.694,0.1029,0.0041158,0.41158,25.103,173.55,21.694,0.41158,4.24133333333333,2.10433333333333,8.92517911111111,19.4449879200681,-2.24901207993187,-10.3669774127955,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
19.7528,175.58,0.10798,21.947,0.1042,0.004168,0.4168,25.104,175.58,21.947,0.4168,4.24133333333333,2.10433333333333,8.92517911111111,19.6724343359583,-2.2745656640417,-10.3639024196551,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
19.9908,177.6,0.10928,22.2,0.1055,0.0042201,0.42201,25.106,177.6,22.2,0.42201,4.24133333333333,2.10433333333333,8.92517911111111,19.8987603261544,-2.30123967384558,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
20.2288,180.14,0.11059,22.517,0.10681,0.0042723,0.42723,25.107,180.14,22.517,0.42723,4.24133333333333,2.10433333333333,8.92517911111111,20.1833484524406,-2.33365154755936,-10.363954112712,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
20.4667,182.26,0.11189,22.783,0.10811,0.0043244,0.43244,25.108,182.26,22.783,0.43244,4.24133333333333,2.10433333333333,8.92517911111111,20.4208786995772,-2.36212130042283,-10.3679116026109,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
20.7047,184.35,0.1132,23.044,0.10941,0.0043766,0.43766,25.109,184.35,23.044,0.43766,4.24133333333333,2.10433333333333,8.92517911111111,20.6550476696316,-2.38895233036842,-10.3669168997067,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
20.9427,186.09,0.1145,23.261,0.11072,0.0044287,0.44287,25.111,186.09,23.261,0.44287,4.24133333333333,2.10433333333333,8.92517911111111,20.8500017403946,-2.41099825960542,-10.3649811255123,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
21.1807,187.8,0.1158,23.476,0.11202,0.0044809,0.44809,25.112,187.8,23.476,0.44809,4.24133333333333,2.10433333333333,8.92517911111111,21.0415945340755,-2.43440546592454,-10.3697625912615,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
21.4187,190,0.11711,23.75,0.11333,0.0045331,0.45331,25.113,190,23.75,0.45331,4.24133333333333,2.10433333333333,8.92517911111111,21.2880881867643,-2.46191181323569,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
21.6567,192.18,0.11841,24.022,0.11463,0.0045852,0.45852,25.115,192.18,24.022,0.45852,4.24133333333333,2.10433333333333,8.92517911111111,21.5323409880651,-2.48965901193492,-10.3640788108189,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
21.8946,194.32,0.11972,24.29,0.11593,0.0046374,0.46374,25.116,194.32,24.29,0.46374,4.24133333333333,2.10433333333333,8.92517911111111,21.7721120865897,-2.51788791341032,-10.3659444767819,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
22.1326,196.45,0.12102,24.557,0.11724,0.0046895,0.46895,25.117,196.45,24.557,0.46895,4.24133333333333,2.10433333333333,8.92517911111111,22.0107627594203,-2.54623724057975,-10.3686820074917,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
22.3706,198.59,0.12232,24.824,0.11854,0.0047417,0.47417,25.119,198.59,24.824,0.47417,4.24133333333333,2.10433333333333,8.92517911111111,22.2505338579449,-2.57346614205514,-10.3668471723136,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
22.6086,200.31,0.12363,25.038,0.11985,0.0047938,0.47938,25.12,200.31,25.038,0.47938,4.24133333333333,2.10433333333333,8.92517911111111,22.4432470773198,-2.59475292268022,-10.3632595362258,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
22.8466,202.16,0.12493,25.269,0.12115,0.004846,0.4846,25.121,202.16,25.269,0.4846,4.24133333333333,2.10433333333333,8.92517911111111,22.6505258307172,-2.61847416928278,-10.3623972823728,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
23.0846,204.03,0.12623,25.504,0.12245,0.0048981,0.48981,25.122,204.03,25.504,0.48981,4.24133333333333,2.10433333333333,8.92517911111111,22.8600454355027,-2.64395456449726,-10.3668231042082,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
23.3226,205.91,0.12754,25.738,0.12376,0.0049503,0.49503,25.124,205.91,25.738,0.49503,4.24133333333333,2.10433333333333,8.92517911111111,23.0706854659823,-2.66731453401769,-10.3633325589311,"CF-PETG","Flat",100,1,"CF PETG 100%_1.txt"
0.115096,-0.025372,0.00010294,-0.0031715,-0.002711,-0.00010844,-0.010844,24.998,-0.025372,-0.0031715,-0.010844,4.26133333333333,2.11866666666667,9.02834488888889,-0.0028102603868429,0.000361239613157101,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.138115,-0.079983,0.000118,-0.0099979,-0.0026959,-0.00010784,-0.010784,24.998,-0.079983,-0.0099979,-0.010784,4.26133333333333,2.11866666666667,9.02834488888889,-0.00885909886965378,0.00113880113034623,-11.3904032881528,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.161134,-0.1346,0.00013306,-0.016824,-0.0026809,-0.00010723,-0.010723,24.998,-0.1346,-0.016824,-0.010723,4.26133333333333,2.11866666666667,9.02834488888889,-0.0149086019261018,0.00191539807389822,-11.3849148472315,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.184153,-0.18921,0.00014812,-0.023651,-0.0026658,-0.00010663,-0.010663,24.998,-0.18921,-0.023651,-0.010663,4.26133333333333,2.11866666666667,9.02834488888889,-0.0209573296466398,0.0026936703533602,-11.3892450778411,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
