"Time (s)","Load (N)","Machine Extension (mm)","Stress (MPa)","Extension from Preload (mm)","Strain","Percentage Strain","Gauge Length (mm)","Load_N","NEXYGEN_Stress_MPa","Percentage_Strain","Measured_Width_mm","Measured_Thickness_mm","Measured_Area_mm2","Recalculated_Stress_MPa","Stress_Difference_MPa","Stress_Difference_Percent","Material","Orientation","K","Sample","File"
17.5523,84.55,0.13109,10.569,0.12394,0.0049574,0.49574,25.124,84.55,10.569,0.49574,4.128,1.92433333333333,7.943648,10.6437243946358,0.0747243946358136,0.707014804009969,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.5702,84.643,0.13123,10.58,0.12408,0.0049632,0.49632,25.124,84.643,10.58,0.49632,4.128,1.92433333333333,7.943648,10.6554318620362,0.0754318620361829,0.712966559888307,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.5881,84.737,0.13138,10.592,0.12422,0.0049689,0.49689,25.124,84.737,10.592,0.49689,4.128,1.92433333333333,7.943648,10.6672652161828,0.0752652161827907,0.710585500215169,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.606,84.83,0.13152,10.604,0.12437,0.0049747,0.49747,25.124,84.83,10.604,0.49747,4.128,1.92433333333333,7.943648,10.6789726835832,0.0749726835831606,0.707022666759341,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.6239,84.924,0.13166,10.616,0.12451,0.0049805,0.49805,25.125,84.924,10.616,0.49805,4.128,1.92433333333333,7.943648,10.6908060377298,0.0748060377297701,0.704653708833554,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.6418,85.018,0.13181,10.627,0.12466,0.0049862,0.49862,25.125,85.018,10.627,0.49862,4.128,1.92433333333333,7.943648,10.7026393918764,0.0756393918763774,0.711766179320385,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.6597,85.111,0.13195,10.639,0.1248,0.004992,0.4992,25.125,85.111,10.639,0.4992,4.128,1.92433333333333,7.943648,10.7143468592767,0.0753468592767472,0.708213735094908,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.6777,85.205,0.1321,10.651,0.12494,0.0049978,0.49978,25.125,85.205,10.651,0.49978,4.128,1.92433333333333,7.943648,10.7261802134234,0.075180213423355,0.705851219823068,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.6956,85.299,0.13224,10.662,0.12509,0.0050035,0.50035,25.125,85.299,10.662,0.50035,4.128,1.92433333333333,7.943648,10.73801356757,0.076013567569964,0.71293910682765,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.7135,85.392,0.13238,10.674,0.12523,0.0050093,0.50093,25.125,85.392,10.674,0.50093,4.128,1.92433333333333,7.943648,10.7497210349703,0.0757210349703321,0.709396992414579,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.7314,85.486,0.13253,10.686,0.12538,0.005015,0.5015,25.125,85.486,10.686,0.5015,4.128,1.92433333333333,7.943648,10.7615543891169,0.0755543891169417,0.707040886364792,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.7493,85.58,0.13267,10.697,0.12552,0.0050208,0.50208,25.126,85.58,10.697,0.50208,4.128,1.92433333333333,7.943648,10.7733877432635,0.0763877432635489,0.714104358825361,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.7672,85.673,0.13282,10.709,0.12566,0.0050266,0.50266,25.126,85.673,10.709,0.50266,4.128,1.92433333333333,7.943648,10.7850952106639,0.076095210663917,0.710572515304109,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.7851,85.767,0.13296,10.721,0.12581,0.0050323,0.50323,25.126,85.767,10.721,0.50323,4.128,1.92433333333333,7.943648,10.7969285648105,0.0759285648105248,0.708222785286119,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.803,85.861,0.1331,10.733,0.12595,0.0050381,0.50381,25.126,85.861,10.733,0.50381,4.128,1.92433333333333,7.943648,10.8087619189571,0.0757619189571344,0.705878309486018,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.8209,85.94,0.13325,10.742,0.1261,0.0050438,0.50438,25.126,85.94,10.742,0.50438,4.128,1.92433333333333,7.943648,10.8187069719101,0.0767069719101343,0.714084638895311,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.8388,86.008,0.13338,10.751,0.12623,0.005049,0.5049,25.126,86.008,10.751,0.5049,4.128,1.92433333333333,7.943648,10.8272672706545,0.0762672706544905,0.70939699241457,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.8568,86.077,0.13324,10.76,0.12609,0.0050436,0.50436,25.126,86.077,10.76,0.50436,4.128,1.92433333333333,7.943648,10.8359534561451,0.0759534561450863,0.705887138894854,"PETG","Flat",80,2,"PETG 80%_2.txt"
17.8747,86.145,0.1331,10.768,0.12595,0.0050381,0.50381,25.126,86.145,10.768,0.50381,4.128,1.92433333333333,7.943648,10.8445137548894,0.0765137548894401,0.710566074381873,"PETG","Flat",80,2,"PETG 80%_2.txt"
0.106255,-0.093393,0.00029173,-0.011674,-0.0081442,-0.00028272,-0.028272,24.992,-0.093393,-0.011674,-0.028272,4.118,1.91833333333333,7.89969666666667,-0.0118223526726132,-0.000148352672613167,1.27079555090944,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.123964,-0.093051,0.00030334,-0.011631,-0.0081326,-0.00028225,-0.028225,24.992,-0.093051,-0.011631,-0.028225,4.118,1.91833333333333,7.89969666666667,-0.0117790598710752,-0.000148059871075216,1.2729762795565,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.141673,-0.09271,0.00031495,-0.011589,-0.008121,-0.00028179,-0.028179,24.992,-0.09271,-0.011589,-0.028179,4.118,1.91833333333333,7.89969666666667,-0.0117358936566763,-0.000146893656676268,1.26752659139069,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.159382,-0.092368,0.00032656,-0.011546,-0.0081094,-0.00028132,-0.028132,24.992,-0.092368,-0.011546,-0.028132,4.118,1.91833333333333,7.89969666666667,-0.0116926008551383,-0.000146600855138318,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.177091,-0.092026,0.00033816,-0.011503,-0.0080978,-0.00028086,-0.028086,24.992,-0.092026,-0.011503,-0.028086,4.118,1.91833333333333,7.89969666666667,-0.0116493080536004,-0.00014630805360037,1.27191214118378,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.1948,-0.091685,0.00034977,-0.011461,-0.0080862,-0.0002804,-0.02804,24.992,-0.091685,-0.011461,-0.02804,4.118,1.91833333333333,7.89969666666667,-0.0116061418392014,-0.00014514183920142,1.26639768956827,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.212509,-0.091343,0.00036138,-0.011418,-0.0080746,-0.00027993,-0.027993,24.992,-0.091343,-0.011418,-0.027993,4.118,1.91833333333333,7.89969666666667,-0.0115628490376635,-0.00014484903766347,1.268602536902,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.230218,-0.091001,0.00037299,-0.011375,-0.008063,-0.00027947,-0.027947,24.992,-0.091001,-0.011375,-0.027947,4.118,1.91833333333333,7.89969666666667,-0.0115195562361255,-0.000144556236125521,1.27082405385073,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.247928,-0.09066,0.0003846,-0.011332,-0.0080514,-0.000279,-0.0279,24.992,-0.09066,-0.011332,-0.0279,4.118,1.91833333333333,7.89969666666667,-0.0114763900217266,-0.000144390021726573,1.27417950694117,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.265637,-0.090318,0.0003962,-0.01129,-0.0080398,-0.00027854,-0.027854,24.992,-0.090318,-0.01129,-0.027854,4.118,1.91833333333333,7.89969666666667,-0.0114330972201886,-0.000143097220188623,1.26746873506309,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.283346,-0.089976,0.00040781,-0.011247,-0.0080282,-0.00027807,-0.027807,24.992,-0.089976,-0.011247,-0.027807,4.118,1.91833333333333,7.89969666666667,-0.0113898044186507,-0.000142804418650673,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.301055,-0.089635,0.00041942,-0.011204,-0.0080166,-0.00027761,-0.027761,24.992,-0.089635,-0.011204,-0.027761,4.118,1.91833333333333,7.89969666666667,-0.0113466382042517,-0.000142638204251724,1.27310071627743,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.318764,-0.089293,0.00043103,-0.011162,-0.008005,-0.00027715,-0.027715,24.992,-0.089293,-0.011162,-0.027715,4.118,1.91833333333333,7.89969666666667,-0.0113033454027138,-0.000141345402713773,1.26630892952673,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.336473,-0.088951,0.00044263,-0.011119,-0.0079933,-0.00027668,-0.027668,24.992,-0.088951,-0.011119,-0.027668,4.118,1.91833333333333,7.89969666666667,-0.0112600526011758,-0.000141052601175825,1.26857272394842,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.354182,-0.08861,0.00045424,-0.011076,-0.0079817,-0.00027622,-0.027622,24.992,-0.08861,-0.011076,-0.027622,4.118,1.91833333333333,7.89969666666667,-0.0112168863867769,-0.000140886386776874,1.27199699148496,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.371891,-0.088268,0.00046585,-0.011034,-0.0079701,-0.00027575,-0.027575,24.992,-0.088268,-0.011034,-0.027575,4.118,1.91833333333333,7.89969666666667,-0.0111735935852389,-0.000139593585238925,1.26512221532468,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.389601,-0.087926,0.00047746,-0.010991,-0.0079585,-0.00027529,-0.027529,24.992,-0.087926,-0.010991,-0.027529,4.118,1.91833333333333,7.89969666666667,-0.011130300783701,-0.000139300783700976,1.26740773087959,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.40731,-0.087585,0.00048907,-0.010948,-0.0079469,-0.00027482,-0.027482,24.992,-0.087585,-0.010948,-0.027482,4.118,1.91833333333333,7.89969666666667,-0.011087134569302,-0.000139134569302026,1.2708674580017,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.425019,-0.087243,0.00050067,-0.010905,-0.0079353,-0.00027436,-0.027436,24.992,-0.087243,-0.010905,-0.027436,4.118,1.91833333333333,7.89969666666667,-0.0110438417677641,-0.000138841767764079,1.2731936521236,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.442728,-0.086901,0.00051228,-0.010863,-0.0079237,-0.0002739,-0.02739,24.992,-0.086901,-0.010863,-0.02739,4.118,1.91833333333333,7.89969666666667,-0.0110005489662261,-0.00013754896622613,1.26621528331151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.460437,-0.08656,0.00052389,-0.01082,-0.0079121,-0.00027343,-0.027343,24.992,-0.08656,-0.01082,-0.027343,4.118,1.91833333333333,7.89969666666667,-0.0109573827518272,-0.000137382751827179,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.478146,-0.086218,0.0005355,-0.010777,-0.0079005,-0.00027297,-0.027297,24.992,-0.086218,-0.010777,-0.027297,4.118,1.91833333333333,7.89969666666667,-0.0109140899502892,-0.000137089950289229,1.27206040910485,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.495855,-0.085876,0.00054711,-0.010735,-0.0078889,-0.0002725,-0.02725,24.992,-0.085876,-0.010735,-0.02725,4.118,1.91833333333333,7.89969666666667,-0.0108707971487513,-0.00013579714875128,1.26499439917355,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.513564,-0.085535,0.00055871,-0.010692,-0.0078773,-0.00027204,-0.027204,24.992,-0.085535,-0.010692,-0.027204,4.118,1.91833333333333,7.89969666666667,-0.0108276309343523,-0.000135630934352331,1.26852725731698,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.531273,-0.085193,0.00057032,-0.010649,-0.0078657,-0.00027157,-0.027157,24.992,-0.085193,-0.010649,-0.027157,4.118,1.91833333333333,7.89969666666667,-0.0107843381328144,-0.000135338132814381,1.27089992313251,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.548983,-0.084851,0.00058193,-0.010606,-0.007854,-0.00027111,-0.027111,24.992,-0.084851,-0.010606,-0.027111,4.118,1.91833333333333,7.89969666666667,-0.0107410453312764,-0.00013504533127643,1.27329182798822,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.566692,-0.08451,0.00059354,-0.010564,-0.0078424,-0.00027065,-0.027065,24.992,-0.08451,-0.010564,-0.027065,4.118,1.91833333333333,7.89969666666667,-0.0106978791168775,-0.000133879116877482,1.26731462398222,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.584401,-0.084168,0.00060515,-0.010521,-0.0078308,-0.00027018,-0.027018,24.992,-0.084168,-0.010521,-0.027018,4.118,1.91833333333333,7.89969666666667,-0.0106545863153395,-0.000133586315339534,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.60211,-0.083827,0.00061675,-0.010478,-0.0078192,-0.00026972,-0.026972,24.992,-0.083827,-0.010478,-0.026972,4.118,1.91833333333333,7.89969666666667,-0.0106114201009406,-0.000133420100940584,1.27333556919817,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.619819,-0.083485,0.00062836,-0.010436,-0.0078076,-0.00026925,-0.026925,24.993,-0.083485,-0.010436,-0.026925,4.118,1.91833333333333,7.89969666666667,-0.0105681272994026,-0.000132127299402634,1.26607224418009,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.637528,-0.083143,0.00063997,-0.010393,-0.007796,-0.00026879,-0.026879,24.993,-0.083143,-0.010393,-0.026879,4.118,1.91833333333333,7.89969666666667,-0.0105248344978647,-0.000131834497864684,1.26849319604238,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.655237,-0.082802,0.00065158,-0.01035,-0.0077844,-0.00026832,-0.026832,24.993,-0.082802,-0.01035,-0.026832,4.118,1.91833333333333,7.89969666666667,-0.0104816682834657,-0.000131668283465737,1.27215732817137,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.672946,-0.08246,0.00066319,-0.010307,-0.0077728,-0.00026786,-0.026786,24.993,-0.08246,-0.010307,-0.026786,4.118,1.91833333333333,7.89969666666667,-0.0104383754819278,-0.000131375481927787,1.27462386657405,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.690655,-0.082118,0.00067479,-0.010265,-0.0077612,-0.0002674,-0.02674,24.993,-0.082118,-0.010265,-0.02674,4.118,1.91833333333333,7.89969666666667,-0.0103950826803898,-0.000130082680389837,1.26724481626728,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.708365,-0.081777,0.0006864,-0.010222,-0.0077496,-0.00026693,-0.026693,24.993,-0.081777,-0.010222,-0.026693,4.118,1.91833333333333,7.89969666666667,-0.0103519164659909,-0.000129916465990887,1.27094957924953,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.726074,-0.081435,0.00069801,-0.010179,-0.007738,-0.00026647,-0.026647,24.993,-0.081435,-0.010179,-0.026647,4.118,1.91833333333333,7.89969666666667,-0.0103086236644529,-0.000129623664452936,1.27344203215381,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.743783,-0.081093,0.00070962,-0.010137,-0.0077264,-0.000266,-0.0266,24.993,-0.081093,-0.010137,-0.0266,4.118,1.91833333333333,7.89969666666667,-0.010265330862915,-0.000128330862914989,1.26596490988447,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.761492,-0.080752,0.00072123,-0.010094,-0.0077148,-0.00026554,-0.026554,24.993,-0.080752,-0.010094,-0.026554,4.118,1.91833333333333,7.89969666666667,-0.010222164648516,-0.00012816464851604,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.779201,-0.08041,0.00073283,-0.010051,-0.0077031,-0.00026507,-0.026507,24.993,-0.08041,-0.010051,-0.026507,4.118,1.91833333333333,7.89969666666667,-0.0101788718469781,-0.00012787184697809,1.27223009628982,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.79691,-0.080068,0.00074444,-0.010009,-0.0076915,-0.00026461,-0.026461,24.993,-0.080068,-0.010009,-0.026461,4.118,1.91833333333333,7.89969666666667,-0.0101355790454401,-0.000126579045440139,1.26465226736077,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.814619,-0.079727,0.00075605,-0.0099658,-0.0076799,-0.00026415,-0.026415,24.993,-0.079727,-0.0099658,-0.026415,4.118,1.91833333333333,7.89969666666667,-0.0100924128310412,-0.000126612831041192,1.27047332919778,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.832328,-0.079385,0.00076766,-0.0099231,-0.0076683,-0.00026368,-0.026368,24.993,-0.079385,-0.0099231,-0.026368,4.118,1.91833333333333,7.89969666666667,-0.0100491200295032,-0.000126020029503241,1.26996633615746,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.850038,-0.079043,0.00077927,-0.0098804,-0.0076567,-0.00026322,-0.026322,24.993,-0.079043,-0.0098804,-0.026322,4.118,1.91833333333333,7.89969666666667,-0.0100058272279653,-0.000125427227965293,1.26945496098633,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.867747,-0.071084,0.00079087,-0.0088855,-0.0076451,-0.00026275,-0.026275,24.993,-0.071084,-0.0088855,-0.026275,4.118,1.91833333333333,7.89969666666667,-0.00899832018866547,-0.000112820188665472,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.885456,-0.054628,0.00080248,-0.0068285,-0.0076335,-0.00026229,-0.026229,24.993,-0.054628,-0.0068285,-0.026229,4.118,1.91833333333333,7.89969666666667,-0.00691520222928391,-8.67022292839088e-05,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.903165,-0.038172,0.00081409,-0.0047715,-0.0076219,-0.00026182,-0.026182,24.993,-0.038172,-0.0047715,-0.026182,4.118,1.91833333333333,7.89969666666667,-0.00483208426990235,-6.05842699023459e-05,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.920874,-0.021716,0.0008257,-0.0027145,-0.0076103,-0.00026136,-0.026136,24.993,-0.021716,-0.0027145,-0.026136,4.118,1.91833333333333,7.89969666666667,-0.00274896631052078,-3.44663105207835e-05,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.938583,-0.0052601,0.0008373,-0.00065751,-0.0075987,-0.00026089,-0.026089,24.993,-0.0052601,-0.00065751,-0.026089,4.118,1.91833333333333,7.89969666666667,-0.000665861009853121,-8.3510098531209e-06,1.27009624996135,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.956292,0.011196,0.00084891,0.0013995,-0.0075871,-0.00026043,-0.026043,24.993,0.011196,0.0013995,-0.026043,4.118,1.91833333333333,7.89969666666667,0.00141726960824234,1.77696082423416e-05,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.974001,0.027652,0.00086052,0.0034565,-0.0075755,-0.00025997,-0.025997,24.993,0.027652,0.0034565,-0.025997,4.118,1.91833333333333,7.89969666666667,0.0035003875676239,4.38875676239043e-05,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
0.99171,0.044108,0.00087213,0.0055135,-0.0075638,-0.0002595,-0.02595,24.993,0.044108,0.0055135,-0.02595,4.118,1.91833333333333,7.89969666666667,0.00558350552700547,7.00055270054668e-05,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.00942,0.060564,0.00088374,0.0075705,-0.0075522,-0.00025904,-0.025904,24.993,0.060564,0.0075705,-0.025904,4.118,1.91833333333333,7.89969666666667,0.00766662348638703,9.61234863870297e-05,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.02713,0.07702,0.00089534,0.0096275,-0.0075406,-0.00025857,-0.025857,24.993,0.07702,0.0096275,-0.025857,4.118,1.91833333333333,7.89969666666667,0.00974974144576859,0.000122241445768593,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.04484,0.093476,0.00090695,0.011684,-0.007529,-0.00025811,-0.025811,24.993,0.093476,0.011684,-0.025811,4.118,1.91833333333333,7.89969666666667,0.0118328594051502,0.000148859405150156,1.27404489173362,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.06255,0.10993,0.00091856,0.013741,-0.0075174,-0.00025764,-0.025764,24.993,0.10993,0.013741,-0.025764,4.118,1.91833333333333,7.89969666666667,0.0139157241902537,0.000174724190253718,1.2715536733405,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.08026,0.12639,0.00093017,0.015798,-0.0075058,-0.00025718,-0.025718,24.993,0.12639,0.015798,-0.025718,4.118,1.91833333333333,7.89969666666667,0.0159993484981913,0.00020134849819128,1.27451891499734,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.09797,0.14284,0.00094178,0.017855,-0.0074942,-0.00025672,-0.025672,24.993,0.14284,0.017855,-0.025672,4.118,1.91833333333333,7.89969666666667,0.0180817069347388,0.000226706934738842,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.11567,0.1593,0.00095338,0.019912,-0.0074826,-0.00025625,-0.025625,24.993,0.1593,0.019912,-0.025625,4.118,1.91833333333333,7.89969666666667,0.0201653312426764,0.000253331242676406,1.2722541315609,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.13338,0.17576,0.00096499,0.021969,-0.007471,-0.00025579,-0.025579,24.993,0.17576,0.021969,-0.025579,4.118,1.91833333333333,7.89969666666667,0.022248955550614,0.000279955550613969,1.27432086400824,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.15109,0.19221,0.0009766,0.024026,-0.0074594,-0.00025532,-0.025532,24.993,0.19221,0.024026,-0.025532,4.118,1.91833333333333,7.89969666666667,0.0243313139871615,0.000305313987161531,1.27076495114264,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.1688,0.20867,0.00098821,0.026083,-0.0074478,-0.00025486,-0.025486,24.993,0.20867,0.026083,-0.025486,4.118,1.91833333333333,7.89969666666667,0.0264149382950991,0.000331938295099095,1.27262314572363,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.18651,0.22512,0.00099982,0.02814,-0.0074362,-0.00025439,-0.025439,24.993,0.22512,0.02814,-0.025439,4.118,1.91833333333333,7.89969666666667,0.0284972967316467,0.000357296731646656,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.20422,0.24158,0.0010114,0.030197,-0.0074246,-0.00025393,-0.025393,24.993,0.24158,0.030197,-0.025393,4.118,1.91833333333333,7.89969666666667,0.0305809210395842,0.000383921039584217,1.27138801730045,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.22193,0.25804,0.001023,0.032254,-0.0074129,-0.00025347,-0.025347,24.993,0.25804,0.032254,-0.025347,4.118,1.91833333333333,7.89969666666667,0.0326645453475218,0.00041054534752178,1.27285095653804,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.23964,0.27449,0.0010346,0.034311,-0.0074013,-0.000253,-0.0253,24.993,0.27449,0.034311,-0.0253,4.118,1.91833333333333,7.89969666666667,0.0347469037840693,0.000435903784069346,1.27044908067193,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.25735,0.29095,0.0010462,0.036368,-0.0073897,-0.00025254,-0.025254,24.993,0.29095,0.036368,-0.025254,4.118,1.91833333333333,7.89969666666667,0.0368305280920069,0.000462528092006906,1.27179963706254,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.27506,0.3074,0.0010579,0.038425,-0.0073781,-0.00025207,-0.025207,24.993,0.3074,0.038425,-0.025207,4.118,1.91833333333333,7.89969666666667,0.0389128865285545,0.000487886528554471,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.29277,0.32386,0.0010695,0.040482,-0.0073665,-0.00025161,-0.025161,24.993,0.32386,0.040482,-0.025161,4.118,1.91833333333333,7.89969666666667,0.040996510836492,0.000514510836492031,1.27096199914044,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.31047,0.38415,0.0010811,0.048019,-0.0073549,-0.00025114,-0.025114,24.993,0.38415,0.048019,-0.025114,4.118,1.91833333333333,7.89969666666667,0.0486284494467931,0.000609449446793101,1.26918396216727,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.32818,0.4807,0.0010927,0.060087,-0.0073433,-0.00025068,-0.025068,24.993,0.4807,0.060087,-0.025068,4.118,1.91833333333333,7.89969666666667,0.0608504377172288,0.000763437717228803,1.27055389223759,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.34589,0.57724,0.0011043,0.072155,-0.0073317,-0.00025022,-0.025022,24.993,0.57724,0.072155,-0.025022,4.118,1.91833333333333,7.89969666666667,0.0730711601162745,0.000916160116274503,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.3636,0.67378,0.0011159,0.084223,-0.0073201,-0.00024975,-0.024975,24.993,0.67378,0.084223,-0.024975,4.118,1.91833333333333,7.89969666666667,0.0852918825153202,0.0010688825153202,1.26911000002398,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.38131,0.77033,0.0011275,0.096291,-0.0073085,-0.00024929,-0.024929,24.993,0.77033,0.096291,-0.024929,4.118,1.91833333333333,7.89969666666667,0.0975138707857559,0.00122287078575589,1.26997412609267,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.39902,0.86687,0.0011391,0.10836,-0.0072969,-0.00024882,-0.024882,24.993,0.86687,0.10836,-0.024882,4.118,1.91833333333333,7.89969666666667,0.109734593184802,0.00137459318480161,1.26854299077299,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.41673,0.96342,0.0011507,0.12043,-0.0072853,-0.00024836,-0.024836,24.993,0.96342,0.12043,-0.024836,4.118,1.91833333333333,7.89969666666667,0.121956581455237,0.00152658145523732,1.26760894730326,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.43444,1.06,0.0011623,0.1325,-0.0072736,-0.00024789,-0.024789,24.993,1.06,0.1325,-0.024789,4.118,1.91833333333333,7.89969666666667,0.134182367339843,0.00168236733984301,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.45215,1.1565,0.0011739,0.14456,-0.007262,-0.00024743,-0.024743,24.993,1.1565,0.14456,-0.024743,4.118,1.91833333333333,7.89969666666667,0.146398026253329,0.00183802625332871,1.27146254380791,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.46986,1.253,0.0012261,0.15663,-0.0072099,-0.00024534,-0.024534,24.993,1.253,0.15663,-0.024534,4.118,1.91833333333333,7.89969666666667,0.158613685166814,0.00198368516681441,1.2664784312165,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.48757,1.3496,0.0013808,0.1687,-0.0070552,-0.00023916,-0.023916,24.993,1.3496,0.1687,-0.023916,4.118,1.91833333333333,7.89969666666667,0.1708420027942,0.0021420027942001,1.2697111998815,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.50527,1.4461,0.0015355,0.18077,-0.0069005,-0.00023297,-0.023297,24.993,1.4461,0.18077,-0.023297,4.118,1.91833333333333,7.89969666666667,0.183057661707686,0.00228766170768582,1.26550960208321,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.52298,1.5427,0.0016902,0.19284,-0.0067457,-0.00022678,-0.022678,24.994,1.5427,0.19284,-0.022678,4.118,1.91833333333333,7.89969666666667,0.195285979335071,0.00244597933507149,1.26839832766619,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.54069,1.6392,0.001845,0.2049,-0.006591,-0.00022059,-0.022059,24.994,1.6392,0.2049,-0.022059,4.118,1.91833333333333,7.89969666666667,0.207501638248557,0.00260163824855722,1.26971119988151,"PETG","Flat",80,3,"PETG 80%_3.txt"
1.5584,1.7358,0.0019997,0.21697,-0.0064363,-0.0002144,-0.02144,24.994,1.7358,0.21697,-0.02144,4.118,1.91833333333333,7.89969666666667,0.219729955875943,0.00275995587594291,1.27204492600033,"PETG","Flat",80,3,"PETG 80%_3.txt"
